gene,1_non_malignant_core,2_non_malignant_border,3_malignant_border,4_malignant_core,5_malignant_collagen
FGFR4,5.19E-05,1.79E-05,1.40E-05,1.92E-05,4.63E-06
FGFRL1,1.54E-05,1.07E-05,1.67E-05,2.31E-05,1.40E-05
FGG,0.007788072,0.008769544,0.001431056,0.000811056,9.28E-05
FGGY,6.47E-05,6.28E-05,1.62E-05,6.13E-05,4.51E-06
FGL1,0.001393447,0.001204802,0.000327904,0.000129475,3.53E-05
FGL2,8.42E-05,9.72E-05,8.91E-05,7.48E-05,0.000118739
FGR,2.63E-05,3.42E-06,1.85E-05,8.26E-06,2.33E-05
FH,5.80E-05,6.78E-05,2.23E-05,5.70E-05,2.72E-05
FHAD1,5.03E-06,2.81E-06,1.94E-06,5.44E-06,7.76E-06
FHDC1,6.73E-06,2.07E-05,1.79E-05,6.10E-05,3.01E-06
FHIT,0,6.93E-05,6.02E-05,3.50E-06,7.76E-06
FHL1,5.00E-05,1.59E-05,7.37E-05,2.39E-05,8.89E-05
FHL2,1.32E-05,1.21E-05,4.20E-05,9.09E-06,9.61E-05
FHL3,1.24E-05,2.81E-06,6.88E-06,2.18E-05,3.05E-05
FHL5,0,0,1.94E-06,6.76E-07,1.50E-06
FHOD1,1.56E-05,1.48E-05,2.40E-05,2.20E-05,4.17E-05
FHOD3,5.02E-06,0,6.99E-06,1.41E-05,0
FIBIN,6.11E-06,1.34E-05,1.16E-05,6.68E-06,5.56E-05
FIBP,1.10E-06,1.03E-05,2.03E-05,1.31E-05,1.88E-05
FICD,5.03E-06,1.41E-06,3.87E-06,1.37E-05,0
FIG4,0,1.34E-05,1.29E-06,1.39E-05,6.26E-06
FIGN,8.08E-06,3.42E-06,8.17E-06,6.23E-06,6.14E-06
FIGNL1,2.50E-05,6.33E-06,8.70E-06,8.15E-06,6.26E-06
FILIP1,3.57E-05,5.31E-05,0.000140136,3.10E-05,6.03E-05
FILIP1L,0.000132791,0.000208886,0.000300199,0.000324536,0.000607964
FIP1L1,3.73E-05,3.32E-05,0.000190111,0.000156686,4.13E-05
FIS1,5.45E-05,4.74E-05,4.05E-05,7.51E-05,2.30E-05
FITM1,5.03E-06,6.13E-06,0,2.14E-06,0
FITM2,2.51E-06,0,5.05E-06,2.74E-05,1.18E-05
FIZ1,2.01E-05,2.71E-06,3.87E-06,2.03E-06,7.64E-06
FJX1,0,0,3.15E-05,4.53E-06,0
FKBP10,3.29E-06,3.42E-06,1.81E-05,1.68E-05,5.11E-05
FKBP14,2.06E-05,1.98E-05,1.15E-05,3.64E-05,7.51E-05
FKBP15,2.82E-05,5.06E-05,2.87E-05,3.14E-05,3.27E-05
FKBP1C,2.81E-05,5.17E-05,5.08E-05,5.26E-05,3.36E-05
FKBP2,0.000152197,0.000166352,0.000125861,0.000176315,0.00011279
FKBP3,4.01E-05,1.17E-05,7.99E-05,8.61E-05,5.91E-05
FKBP4,7.08E-05,2.61E-05,9.15E-05,7.26E-05,3.07E-05
FKBP5,0.000733055,0.000508767,0.000416257,0.000183425,0.000293532
FKBP6,0,0,0,1.47E-06,0
FKBP7,7.53E-06,2.11E-06,5.94E-05,8.82E-06,4.31E-05
FKBP8,4.29E-05,4.74E-05,1.59E-05,2.32E-05,1.03E-05
FKBP9,7.22E-06,2.68E-05,6.48E-05,0.00010828,5.13E-05
FKBPL,0,0,2.58E-06,6.04E-06,0
FKRP,2.17E-05,5.53E-06,5.70E-06,6.68E-06,9.26E-06
FKTN,1.72E-05,1.64E-05,0.000107646,2.39E-05,4.63E-06
FLACC1,8.92E-06,0,1.83E-06,2.98E-06,0
FLAD1,1.48E-05,1.03E-05,1.58E-05,8.71E-06,5.28E-05
FLG,0,0,1.29E-06,0,0
FLG2,0,0,1.28E-05,5.47E-06,0
FLI1,2.20E-05,8.24E-05,2.60E-05,2.69E-05,1.23E-05
FLII,2.59E-05,2.11E-05,5.40E-05,2.92E-05,5.51E-05
FLJ27365,3.54E-05,1.34E-05,2.39E-05,1.34E-05,4.63E-06
FLJ45079,0,7.03E-07,0,0,0
FLNA,4.23E-05,0.000109861,0.000114299,9.34E-05,0.000422529
FLNB,0.000133302,0.000125049,0.00010856,0.000236989,4.50E-05
FLNC,8.08E-06,2.71E-06,3.12E-06,7.94E-06,3.01E-06
FLOT1,4.59E-05,2.56E-05,6.18E-05,0.000100344,7.18E-05
FLOT2,3.97E-05,2.88E-05,3.02E-05,3.33E-05,9.38E-06
FLRT1,0,0,1.04E-05,2.39E-06,3.01E-06
FLRT2,9.17E-06,5.02E-05,2.46E-05,1.75E-05,4.63E-06
FLRT3,4.70E-06,9.65E-06,1.26E-05,1.85E-05,0
FLT1,1.52E-05,1.31E-05,2.53E-05,4.39E-05,5.81E-05
FLT3,1.01E-05,2.71E-06,0,0,0
FLT4,1.37E-05,1.83E-05,1.83E-06,2.66E-06,3.13E-06
FLVCR1,1.56E-05,2.81E-06,3.29E-05,4.86E-05,8.14E-05
FLVCR2,6.27E-05,4.04E-05,1.94E-06,4.53E-06,1.50E-06
FLYWCH1,0,3.52E-06,2.98E-05,8.98E-06,7.76E-06
FLYWCH2,0,0,6.99E-06,7.86E-06,0
FMC1,3.54E-05,2.77E-05,4.51E-05,7.69E-05,3.13E-06
FMC1-LUC7L2,0.000174406,0.000122658,8.15E-05,0.0001284,4.39E-05
FMN1,3.88E-05,2.22E-05,0.000122092,5.71E-05,0.000246562
FMN2,0,0,1.04E-05,2.73E-06,0
FMNL1,0,1.90E-05,2.06E-05,1.43E-05,8.34E-05
FMNL2,5.71E-05,1.41E-05,3.49E-05,5.39E-05,2.00E-05
FMNL3,1.32E-05,7.03E-07,5.69E-05,1.09E-05,3.38E-05
FMO1,0,1.41E-06,1.29E-06,0,6.14E-06
FMO3,0.000282207,0.000274814,0.000126226,3.76E-05,2.20E-05
FMO4,4.04E-05,1.98E-05,8.17E-06,1.31E-05,1.50E-06
FMO5,0.000534107,0.000613123,0.000130363,0.000164484,1.78E-05
FMO6P,0,0,1.29E-06,0,0
FMOD,1.10E-06,1.31E-05,3.26E-05,2.72E-05,4.28E-05
FMR1,8.32E-05,4.31E-05,9.13E-05,7.22E-05,6.06E-05
FN1,0.00120781,0.001606929,0.000960623,0.000637553,0.003623249
FN3K,1.07E-05,6.33E-06,5.05E-06,1.44E-05,1.03E-05
FN3KRP,4.70E-06,2.02E-05,8.70E-06,2.69E-05,1.50E-05
FNBP1,9.36E-05,7.27E-05,7.02E-05,7.92E-05,0.000104355
FNBP1L,9.09E-06,2.74E-05,0.000100868,0.000214669,5.65E-05
FNBP4,0.000249196,0.000321562,0.000145579,0.000163791,0.000103317
FNDC1,1.24E-05,6.13E-06,3.43E-05,4.66E-05,0.000275201
FNDC10,0,0,1.29E-06,2.94E-06,1.50E-06
FNDC3A,0.000111211,0.000172932,8.49E-05,9.61E-05,0.000101964
FNDC3B,0.000225679,0.000167236,0.000223121,0.000282024,0.000392876
FNDC4,0.000148684,6.01E-05,8.28E-06,1.60E-05,1.94E-05
FNDC5,5.48E-06,8.84E-06,2.19E-05,2.98E-06,1.50E-06
FNDC7,0,0,0,0,8.75E-06
FNDC8,0,0,0,0,0
FNIP2,0.000118475,9.84E-05,7.38E-05,9.75E-05,0.000609583
FNTA,1.33E-05,8.34E-06,1.63E-05,3.82E-05,1.93E-05
FOCAD,2.81E-05,4.88E-05,4.16E-05,5.04E-05,6.02E-06
FOLH1,2.68E-05,3.12E-05,1.29E-06,2.39E-06,3.01E-06
FOLR1,0,0,5.81E-06,1.54E-05,0
FOLR2,3.61E-06,1.70E-05,3.29E-05,2.07E-05,2.20E-05
FOLR3,0,0,1.29E-06,0,0
FOS,0.000781769,0.000992699,0.000306873,0.000365614,0.000855983
FOSB,0.000533026,0.000484582,0.000215899,8.87E-05,0.000454341
FOSL1,3.29E-06,3.52E-06,4.52E-06,6.79E-06,9.89E-05
FOSL2,8.73E-05,3.64E-05,0.000110818,6.35E-05,0.000129289
FOXA1,3.53E-05,8.34E-06,9.99E-06,4.43E-05,0
FOXA3,5.22E-05,4.94E-05,8.81E-06,1.69E-05,6.14E-06
FOXB1,3.29E-06,5.43E-06,0,0,1.50E-06
FOXC1,1.05E-05,3.21E-05,7.63E-06,1.14E-05,0.000104463
FOXC2,1.10E-06,1.41E-06,0,1.35E-06,1.23E-05
FOXD1,0,0,0,0,0
FOXD2,5.63E-06,2.71E-06,1.63E-05,4.18E-05,3.13E-06
FOXD4,0,7.03E-07,0,6.76E-07,0
FOXD4L1,0,1.41E-06,9.06E-06,0,0
FOXD4L3,0,0,0,0,0
FOXD4L4,0,0,0,0,0
FOXD4L5,0,1.07E-05,0,0,0
FOXE1,0,0,0,0,0
FOXF1,5.63E-06,2.11E-06,4.41E-06,9.06E-06,1.52E-05
FOXF2,0,0,0,0,1.50E-06
FOXG1,1.10E-06,1.07E-05,0,0,0
FOXH1,0,0,0,2.71E-06,0
FOXI2,0,0,0,0,0
FOXJ1,0,1.07E-05,2.58E-06,5.37E-06,0
FOXJ2,2.29E-05,1.27E-05,2.15E-05,1.45E-05,7.64E-06
FOXJ3,7.76E-05,3.44E-05,0.000135553,0.000125373,0.000161735
FOXK1,7.21E-06,4.12E-06,8.00E-05,4.33E-05,1.67E-05
FOXK2,0.00011188,2.55E-05,4.19E-05,6.08E-05,2.58E-05
FOXL1,2.51E-06,7.03E-07,1.94E-06,3.74E-06,3.01E-06
FOXL2,0,1.07E-05,1.94E-06,1.50E-05,6.14E-06
FOXL2NB,0,0,1.83E-06,0,1.50E-06
FOXM1,7.83E-05,0,6.45E-07,1.47E-06,0
FOXN1,0,0,0,1.35E-06,0
FOXN2,2.62E-05,3.43E-05,6.25E-05,6.89E-05,3.09E-05
FOXN3,0.000168798,0.000113975,0.000129448,8.58E-05,0.00033401
FOXN4,0,0,0,0,0
FOXO1,0.000434169,0.000520004,0.000231221,7.22E-05,0.000209235
FOXO3,4.12E-05,6.93E-05,0.000130408,7.80E-05,0.000284935
FOXO4,5.80E-06,1.14E-05,1.94E-06,1.41E-05,1.50E-06
FOXO6,0,7.03E-07,6.45E-07,1.35E-05,0
FOXP1,0.000442577,0.000555482,0.000356417,0.000458342,0.000508548
FOXP2,5.57E-05,3.47E-05,5.16E-06,6.63E-06,0
FOXP3,0,0,6.45E-07,0,0
FOXP4,1.63E-05,3.84E-05,2.09E-05,2.41E-05,0
FOXQ1,1.10E-06,0,7.74E-06,1.33E-05,0
FOXR2,0,0,0,0,0
FOXRED1,1.79E-05,3.52E-06,6.45E-07,1.11E-05,3.01E-06
FOXRED2,0,1.42E-05,3.76E-06,1.99E-06,2.58E-05
FOXS1,0,0,0,2.98E-06,4.51E-06
FP885535.1,0,7.03E-07,0,0,0
FPGS,6.46E-05,8.95E-05,1.90E-05,4.57E-05,3.40E-05
FPGT,3.29E-06,0,9.35E-06,2.50E-05,3.01E-06
FPGT-TNNI3K,0,0,5.59E-06,2.39E-06,1.50E-06
FPR1,0,2.71E-06,2.47E-06,2.94E-06,7.76E-06
FPR2,0,0,1.29E-06,0,0
FPR3,7.53E-06,8.74E-05,2.89E-05,9.33E-06,1.69E-05
FRA10AC1,9.84E-05,7.13E-05,0.000110424,0.000154573,7.56E-05
FRAS1,0,2.71E-06,2.58E-06,6.00E-06,0
FRAT1,6.89E-06,1.06E-05,1.15E-05,1.58E-05,4.51E-06
FRAT2,0,4.12E-06,9.35E-06,1.78E-05,0
FREM1,0,0,1.29E-06,6.76E-07,0
FREM2,1.10E-06,0,2.58E-06,6.82E-06,0
FREM3,0,0,6.45E-07,0,0
FRG1,4.68E-05,0.000123285,8.10E-05,0.000129053,6.96E-05
FRG1BP,1.61E-05,1.52E-05,5.07E-05,5.41E-05,3.88E-05
FRG2,0,0,0,0,0
FRG2C,0,0,0,0,0
FRK,2.16E-05,1.03E-05,1.71E-05,1.55E-05,0
FRMD1,0,0,2.43E-05,5.19E-05,0
FRMD3,5.03E-06,0,1.29E-06,1.47E-06,0
FRMD4A,7.99E-05,0.000107087,4.91E-05,2.34E-05,3.03E-05
FRMD4B,0.00012336,7.30E-05,7.08E-05,5.71E-05,2.09E-05
FRMD5,7.21E-06,1.75E-05,3.12E-06,2.04E-05,3.01E-06
FRMD6,2.74E-05,1.11E-05,5.48E-05,1.12E-05,4.75E-05
FRMD7,0,0,0,0,0
FRMD8,5.03E-06,1.06E-05,1.28E-05,3.09E-05,4.34E-05
FRMPD1,1.87E-05,0,4.30E-06,2.73E-06,8.75E-06
FRMPD2,1.62E-05,0,6.45E-07,8.09E-06,3.01E-06
FRMPD3,2.51E-06,9.94E-06,6.45E-07,1.31E-06,0
FRMPD4,1.13E-05,0,0,0,0
FRRS1,1.16E-05,2.46E-05,0,2.03E-06,0
FRRS1L,2.04E-05,7.03E-07,1.94E-06,4.25E-06,8.75E-06
FRS2,1.70E-05,8.34E-06,4.33E-05,3.39E-05,8.29E-05
FRS3,0,0,9.71E-06,0,0
FRY,5.63E-06,7.14E-05,3.05E-05,2.47E-05,0.000112104
FRYL,5.31E-05,0.000170945,0.000213828,0.000658693,7.76E-05
FRZB,0,0,2.47E-06,1.19E-05,5.11E-05
FSCB,0,0,0,0,0
FSCN1,1.07E-05,1.55E-05,2.48E-05,1.65E-05,3.07E-05
FSCN2,0,0,1.29E-06,0,0
FSCN3,0,0,0,0,0
FSD1,8.08E-06,2.11E-06,6.45E-07,0,0
FSD1CL,9.19E-05,1.20E-05,0.00010319,0.000107665,1.52E-05
FSD2,1.38E-05,1.06E-05,1.29E-06,1.48E-05,9.03E-06
FSHB,0,7.03E-07,0,0,0
FSIP1,0,0,3.80E-05,8.88E-05,0.000118708
FSIP2,1.62E-05,0,8.15E-05,3.54E-05,0
FST,7.60E-05,4.19E-05,1.33E-05,6.94E-05,1.50E-06
FSTL1,4.89E-05,7.96E-05,0.000219661,0.000148239,0.000411444
FSTL3,2.39E-05,1.11E-05,6.74E-05,4.02E-05,4.89E-05
FSTL4,1.93E-05,0,3.12E-06,1.05E-05,0
FSTL5,8.08E-06,0,0,0,0
FTCD,0.000749585,0.000465371,0.000174837,4.35E-05,1.03E-05
FTCDNL1,1.63E-05,0,2.47E-06,0,0
FTH1,0.000503946,0.000751214,0.000816572,0.000910875,0.001212629
FTL,0.002562501,0.003967529,0.002873663,0.001911977,0.002631847
FTO,2.71E-05,3.82E-05,5.63E-05,2.64E-05,9.89E-05
FTSJ1,4.39E-06,2.48E-05,1.67E-05,1.48E-05,7.77E-05
FTSJ3,2.77E-05,4.82E-06,2.17E-05,2.40E-05,1.52E-05
FUBP1,0.000163331,5.92E-05,0.000112943,0.000172655,0.000261038
FUBP3,6.88E-05,3.50E-05,4.98E-05,4.64E-05,1.19E-05
FUCA1,1.22E-05,4.41E-05,7.89E-05,5.00E-05,5.25E-05
FUCA2,4.62E-05,2.19E-05,5.33E-05,7.16E-05,1.35E-05
FUNDC1,5.02E-06,0,1.94E-06,9.09E-06,9.03E-06
FUNDC2,1.91E-05,1.05E-05,5.16E-06,4.60E-05,1.84E-05
FUOM,0.000135027,0.000138171,5.11E-05,1.88E-05,1.48E-05
FURIN,4.23E-05,5.17E-05,3.38E-05,4.53E-05,4.42E-05
FUS,0.000192519,0.000115748,0.000199776,0.000395085,0.000184766
FUT1,0,0,0,2.71E-06,0
FUT10,1.01E-05,5.43E-06,2.47E-06,4.01E-06,1.50E-06
FUT11,1.00E-05,6.93E-06,4.98E-05,5.08E-05,3.73E-05
FUT2,0,1.14E-05,5.59E-06,1.95E-05,0
FUT3,2.51E-06,1.62E-05,4.94E-06,2.04E-05,0
FUT5,5.63E-06,0,0,0,0
FUT6,6.73E-06,7.03E-07,6.45E-06,1.34E-05,0
FUT7,0,0,0,0,0
FUT8,5.91E-05,1.28E-05,2.23E-05,4.97E-05,4.51E-06
FUT9,0,0,0,0,0
FUZ,8.08E-06,2.42E-05,1.29E-06,5.80E-06,0
FXN,4.70E-05,1.91E-05,1.29E-06,5.84E-06,0
FXR1,0.000141685,7.40E-05,0.000100373,0.000164305,0.000138114
FXR2,3.29E-06,7.03E-07,2.72E-05,2.31E-05,0.000127853
FXYD1,5.98E-05,4.92E-05,9.71E-06,1.31E-06,4.63E-06
FXYD2,2.52E-05,7.03E-07,5.46E-05,3.79E-05,1.50E-06
FXYD3,4.15E-05,7.89E-05,0.0004592,0.001354776,8.64E-05
FXYD4,0,0,0,1.99E-06,0
FXYD5,1.86E-05,2.51E-05,2.41E-05,3.34E-05,8.84E-05
FXYD6-FXYD2,1.48E-05,6.20E-05,2.25E-05,2.96E-05,6.17E-05
FXYD7,0,0,0,0,0
FYB1,4.41E-05,0.000105248,9.24E-05,2.97E-05,0.000101812
FYB2,9.08E-05,0.000165452,6.34E-06,4.29E-06,0
FYCO1,3.61E-06,2.11E-06,2.72E-05,3.63E-05,1.53E-05
FYN,5.93E-05,3.70E-05,0.000123257,2.12E-05,7.53E-05
FYTTD1,4.51E-05,5.61E-05,7.42E-05,9.52E-05,6.73E-05
FZD1,1.69E-05,0,1.13E-05,3.40E-05,2.78E-05
FZD2,0,0,6.45E-07,3.86E-06,1.67E-05
FZD3,6.73E-06,2.21E-05,4.02E-05,7.45E-05,5.93E-05
FZD4,7.99E-06,1.51E-05,1.01E-05,4.88E-06,2.51E-05
FZD5,2.28E-05,2.53E-05,3.29E-05,6.07E-05,3.01E-06
FZD6,0,5.63E-06,1.14E-05,6.25E-05,1.85E-05
FZD7,5.02E-06,0,1.13E-05,2.74E-05,3.13E-06
FZD8,7.53E-06,0,5.05E-06,9.73E-06,3.01E-06
FZR1,1.01E-05,9.04E-06,1.45E-05,9.12E-06,0
G0S2,0.000134322,8.51E-05,3.50E-05,1.07E-05,2.92E-05
G2E3,7.68E-06,1.21E-05,7.96E-05,0.000110296,2.69E-05
G3BP1,0.000240919,0.000135016,0.000192073,0.000248391,0.000163807
G3BP2,5.51E-05,0.000127602,6.15E-05,0.000121457,0.000100986
G6PC,0.000203254,0.000143172,2.10E-05,5.12E-06,0
G6PC2,0,0,0,0,0
G6PC3,0,2.56E-05,1.29E-05,1.39E-05,1.08E-05
G6PD,0,2.11E-06,5.59E-06,7.54E-06,1.50E-06
GAA,1.38E-05,6.23E-06,4.66E-05,1.23E-05,7.64E-06
GAB1,1.79E-05,1.50E-05,5.85E-05,6.47E-05,5.04E-05
GAB2,5.03E-06,5.63E-06,3.23E-06,2.56E-05,1.06E-05
GAB3,1.10E-06,7.03E-07,4.52E-06,4.29E-06,8.75E-06
GABARAP,0.000157759,0.000233561,0.000237049,0.00015511,0.000279286
GABARAPL1,0.000134536,6.68E-05,6.54E-05,6.47E-05,3.82E-05
GABARAPL2,1.11E-05,4.27E-05,5.45E-05,7.68E-05,6.02E-05
GABBR1,0,4.92E-06,1.29E-06,1.02E-05,2.73E-05
GABBR2,5.03E-06,7.03E-07,0,0,3.13E-06
GABPA,1.03E-05,2.03E-05,1.07E-05,2.23E-05,1.68E-05
GABPAP,0.000116059,1.87E-05,7.12E-05,4.67E-05,7.01E-05
GABPB1,6.50E-05,2.75E-05,3.69E-05,5.19E-05,3.07E-05
GABRA1,2.53E-05,1.28E-05,6.45E-07,0,0
GABRA2,1.69E-05,1.06E-05,0,9.84E-06,0
GABRA3,3.24E-05,0,0,1.31E-06,0
GABRA4,0,0,0,2.39E-06,0
GABRA6,0,0,0,0,0
GABRB1,8.08E-06,0,0,6.03E-06,0
GABRB2,0,0,6.45E-07,2.03E-06,1.05E-05
GABRB3,5.63E-06,1.41E-06,1.23E-05,4.20E-06,0
GABRD,8.08E-06,2.06E-05,2.68E-05,6.59E-06,6.26E-06
GABRE,0.000196515,0.000270314,0.001185899,9.13E-05,0.000417638
GABRG1,0,0,0,0,0
GABRG2,4.10E-05,2.29E-05,9.06E-06,8.97E-06,1.03E-05
GABRG3,0,9.94E-06,0,6.76E-07,0
GABRP,5.63E-06,0,6.45E-07,0,0
GABRR2,0,0,0,0,1.50E-06
GAD1,3.61E-06,7.03E-07,0,4.72E-06,0
GAD2,2.51E-06,0,0,0,0
GADD45A,0.000229126,8.68E-05,0.000118426,0.000111111,0.000229597
GADD45B,0.000530328,0.000480042,0.000158858,8.93E-05,0.000313409
GADD45G,0.000108292,0.000178553,1.30E-05,2.12E-05,1.50E-06
GADD45GIP1,1.05E-05,4.21E-05,7.35E-05,9.78E-05,8.95E-05
GADL1,0,0,1.29E-06,0,0
GAGE1,0,0,0,0,0
GAGE10,0,0,9.06E-06,0,4.51E-06
GAGE12B,0,0,0,6.76E-07,0
GAGE12C,0,0,0,6.76E-07,0
GAGE12F,2.51E-06,0,0,6.76E-07,0
GAK,9.79E-05,0.000102734,0.000127696,9.91E-05,9.27E-05
GAL,0,0,0,0,6.02E-06
GAL3ST1,0,0,1.29E-06,1.12E-05,0
GAL3ST2,0,0,0,3.70E-06,0
GAL3ST3,0,0,0,0,0
GAL3ST4,0,0,6.45E-07,2.14E-06,0
GALC,5.80E-06,2.11E-06,7.63E-06,6.76E-07,2.19E-05
GALE,4.90E-05,0.000138986,3.91E-05,9.58E-05,2.61E-05
GALK1,1.60E-05,5.63E-06,4.30E-06,9.02E-06,0
GALK2,3.16E-05,5.75E-05,1.45E-05,4.77E-05,1.09E-05
GALM,4.88E-05,2.66E-05,3.35E-05,3.54E-05,6.26E-06
GALNS,5.02E-06,3.43E-05,3.87E-06,3.55E-05,1.86E-05
GALNT1,3.53E-05,4.91E-05,4.95E-05,4.39E-05,7.78E-05
GALNT10,1.07E-05,7.74E-06,1.39E-05,1.43E-05,3.15E-05
GALNT11,1.17E-05,4.29E-05,2.88E-05,3.99E-05,1.22E-05
GALNT12,2.51E-06,0,2.80E-05,0.000101802,1.49E-05
GALNT14,2.51E-06,0,0,0,0
GALNT16,3.17E-05,0,3.76E-06,0,1.19E-05
GALNT17,0,0,0,0,4.51E-06
GALNT18,9.42E-06,1.82E-05,1.32E-05,5.94E-05,1.37E-05
GALNT2,0.000156419,6.86E-05,3.78E-05,4.64E-05,7.30E-05
GALNT3,1.82E-05,7.85E-05,2.10E-05,0.000131824,3.01E-06
GALNT5,0,7.03E-07,9.06E-06,7.86E-06,3.13E-06
GALNT6,8.08E-06,1.41E-06,2.00E-05,7.88E-05,1.09E-05
GALNT7,1.10E-06,2.98E-05,7.74E-06,2.99E-05,7.52E-06
GALNT8,0,0,6.45E-07,6.76E-07,0
GALNT9,0,7.03E-07,1.28E-05,0,0
GALNTL5,0,0,1.83E-06,1.47E-06,8.75E-06
GALNTL6,0,7.03E-07,0,0,0
GALP,0,1.41E-06,0,0,0
GALR1,1.62E-05,9.94E-06,0,1.47E-06,0
GALT,9.87E-06,2.41E-05,1.14E-05,2.24E-05,0.000118589
GAMT,0.000339773,0.000216083,6.23E-05,4.89E-05,2.11E-05
GAN,4.66E-05,1.42E-05,1.66E-05,3.49E-05,2.02E-05
GANAB,3.68E-05,2.19E-05,3.83E-05,8.15E-05,2.76E-05
GANC,4.70E-05,1.18E-05,8.39E-05,5.37E-05,1.99E-05
GAP43,5.63E-06,0,0,0,0
GAPDH,0.000349135,0.000376046,0.000617287,0.000501362,0.00070107
GAPDHS,0,7.03E-07,0,0,0
GAPT,0,2.71E-06,6.12E-06,0,0
GAPVD1,2.70E-05,4.02E-05,4.10E-05,7.17E-05,3.36E-05
GAR1,1.51E-05,1.27E-05,2.03E-05,4.07E-05,2.73E-05
GAREM1,9.39E-05,5.50E-05,6.67E-05,4.66E-05,5.21E-05
GAREM2,5.03E-06,0,1.83E-06,4.41E-06,6.26E-06
GARNL3,5.31E-05,1.14E-05,1.29E-06,7.79E-06,1.08E-05
GARRE1,0.000116665,0.000134724,0.000191912,0.000154823,7.79E-05
GARS1,7.55E-05,0.00012726,5.40E-05,7.97E-05,4.11E-05
GART,3.12E-05,6.36E-05,4.17E-05,7.16E-05,6.76E-05
GAS1,0,0,4.30E-06,2.52E-05,1.50E-06
GAS2,7.59E-05,1.66E-05,3.76E-06,1.01E-05,1.50E-06
GAS2L1,2.82E-05,6.90E-05,8.68E-05,1.77E-05,7.42E-05
GAS2L3,1.57E-05,7.54E-06,3.76E-06,1.31E-06,7.76E-06
GAS6,2.92E-05,5.67E-05,0.000188537,0.000136196,0.00027326
GAS7,8.14E-06,1.45E-05,1.93E-05,1.61E-05,4.51E-06
GAS8,8.32E-06,9.85E-06,1.07E-05,4.08E-05,4.51E-06
GAS8-AS1,0,0,0,0,0
GASK1A,8.08E-06,0,0,6.76E-07,8.75E-06
GASK1B,0,7.03E-07,8.06E-06,1.35E-06,7.61E-05
GATA1,0,0,0,0,0
GATA2,0,0,1.94E-06,3.93E-06,6.26E-06
GATA3,1.39E-05,9.94E-06,5.79E-05,7.14E-06,3.40E-05
GATA4,1.10E-06,1.41E-06,2.58E-06,0,0
GATA5,0,0,0,0,0
GATA6,7.10E-05,5.63E-06,5.78E-05,4.37E-05,4.72E-05
GATAD1,3.77E-05,8.40E-05,5.66E-05,7.83E-05,2.43E-05
GATAD2A,4.90E-05,6.58E-05,2.82E-05,8.98E-05,3.21E-05
GATAD2B,5.69E-05,4.62E-05,2.36E-05,3.02E-05,4.62E-05
GATB,6.11E-06,4.22E-06,6.12E-06,5.12E-06,1.50E-06
GATD1,2.62E-05,3.50E-05,7.95E-05,5.01E-05,1.06E-05
GATD3A,3.10E-05,5.65E-05,5.70E-06,1.67E-05,1.50E-06
GATM,0.000682349,0.000767945,0.000308399,9.77E-05,1.83E-05
GBA,6.89E-06,7.54E-06,1.30E-05,3.50E-05,2.44E-05
GBA2,4.16E-05,1.03E-05,2.52E-05,2.90E-05,2.50E-05
GBE1,0.000100993,9.25E-05,2.20E-05,1.60E-05,0.000251313
GBF1,1.25E-05,7.64E-06,1.47E-05,5.89E-05,2.61E-05
GBGT1,0,0,1.83E-06,4.37E-06,7.76E-06
GBP1,0.000134416,0.000129443,6.60E-05,6.66E-05,0.00011572
GBP2,7.54E-05,5.73E-05,8.75E-05,6.38E-05,0.000115121
GBP3,1.31E-05,4.05E-05,2.64E-05,3.73E-05,2.58E-05
GBP4,0.000104234,2.05E-05,4.89E-05,1.91E-05,8.68E-05
GBP5,1.31E-05,3.42E-06,2.45E-05,5.87E-06,1.53E-05
GBP6,0,0,6.45E-07,0,0
GBP7,1.10E-06,0,0,0,0
GBX2,0,0,6.45E-07,0,0
GC,0.001017187,0.001185796,0.000331393,0.000105363,2.92E-05
GCA,9.09E-06,7.03E-07,2.16E-05,2.62E-05,6.79E-05
GCAT,1.27E-05,3.70E-05,1.73E-05,5.12E-06,1.50E-06
GCC1,1.10E-06,4.22E-06,1.94E-06,1.33E-05,3.01E-06
GCC2,0.000123374,0.000181699,0.000211373,0.000432901,0.000250018
GCDH,6.09E-05,0.000150846,5.60E-05,8.56E-05,0.000109135
GCFC2,5.17E-05,4.35E-05,2.42E-05,2.03E-05,1.48E-05
GCGR,0.000156728,4.59E-05,1.34E-05,4.97E-06,0
GCH1,0.000102426,5.59E-05,1.91E-05,3.83E-05,1.50E-06
GCHFR,4.17E-05,1.46E-05,1.42E-05,2.48E-05,7.76E-06
GCK,0,0,0,0,0
GCKR,0.000115878,7.60E-05,2.12E-05,5.47E-06,8.75E-06
GCLC,0.000152322,0.000109351,2.57E-05,4.11E-05,2.59E-05
GCLM,0.000227909,0.000146462,0.000116404,7.72E-05,8.92E-05
GCM2,0,0,6.45E-07,0,0
GCN1,1.94E-05,3.11E-05,1.88E-05,7.65E-05,4.90E-05
GCNA,8.08E-06,0,1.94E-06,2.98E-06,0
GCNT1,0,7.03E-07,1.56E-05,7.98E-05,5.25E-05
GCNT2,3.54E-05,4.17E-05,3.28E-05,7.94E-06,0
GCNT3,1.10E-06,0,3.12E-06,0,0
GCNT4,0,0,1.28E-05,2.03E-06,1.50E-06
