gene,1_non_malignant_core,2_non_malignant_border,3_malignant_border,4_malignant_core,5_malignant_collagen
TNS3,0.000111126,7.02E-05,7.55E-05,0.000117168,0.000149162
TNS4,0,0,0,6.76E-07,0
TNXB,2.14E-05,8.34E-06,1.76E-05,3.27E-05,1.33E-05
TOB1,5.28E-05,9.67E-05,9.20E-05,0.00016052,0.00032866
TOB2,4.57E-05,1.66E-05,8.37E-05,6.28E-05,5.04E-05
TOE1,7.53E-06,4.82E-06,1.29E-06,1.60E-05,9.03E-06
TOGARAM1,3.10E-05,5.30E-05,7.48E-05,4.69E-05,1.23E-05
TOGARAM2,5.63E-06,0,2.58E-06,4.45E-06,0
TOLLIP,5.81E-05,3.85E-05,3.04E-05,5.55E-05,2.70E-05
TOM1,2.22E-05,9.76E-05,8.69E-05,2.40E-05,7.16E-05
TOM1L1,2.63E-05,1.26E-05,1.85E-05,2.53E-05,6.38E-05
TOM1L2,1.47E-05,1.56E-05,8.70E-06,3.87E-05,1.23E-05
TOMM20,4.83E-05,6.41E-05,7.73E-05,8.71E-05,0.000118471
TOMM20L,0,0,0,2.94E-06,0
TOMM22,1.78E-05,2.09E-05,6.59E-05,4.72E-05,1.85E-05
TOMM34,6.11E-06,8.94E-06,2.62E-05,2.71E-05,7.52E-06
TOMM40,4.51E-05,3.36E-05,4.22E-05,4.81E-05,7.35E-05
TOMM40L,5.02E-06,9.94E-06,1.29E-06,1.31E-06,0
TOMM7,8.55E-05,0.00023859,0.000162624,0.000186453,0.000229009
TOMM70,2.96E-05,6.02E-05,3.75E-05,9.28E-05,1.39E-05
TONSL,9.24E-06,1.41E-06,1.83E-06,1.63E-05,0
TOP1,0.000118107,0.000115587,0.000242006,0.000253279,0.000122325
TOP1MT,1.42E-05,1.73E-05,1.20E-05,3.96E-05,3.48E-05
TOP2A,1.10E-06,7.03E-07,3.50E-05,2.83E-05,1.50E-05
TOP2B,8.17E-05,0.000117017,6.59E-05,0.000165217,7.15E-05
TOP3A,2.55E-05,5.56E-05,2.88E-05,1.65E-05,7.76E-06
TOP3B,3.61E-06,1.27E-05,3.76E-06,9.54E-06,1.50E-06
TOPBP1,1.44E-05,1.86E-05,5.84E-05,7.25E-05,7.64E-06
TOPORS,9.16E-05,4.06E-05,2.55E-05,6.52E-05,3.48E-05
TOR1A,2.56E-05,1.55E-05,2.18E-05,2.12E-05,1.25E-05
TOR1AIP1,8.53E-05,3.73E-05,4.72E-05,3.46E-05,2.32E-05
TOR1AIP2,0.000314963,0.00022912,9.90E-05,9.89E-05,3.22E-05
TOR1B,4.70E-06,2.09E-05,2.40E-05,3.59E-05,9.15E-06
TOR2A,0,0,6.23E-06,3.61E-06,0
TOR3A,1.37E-05,1.71E-05,5.76E-05,7.12E-05,1.06E-05
TOR4A,8.14E-06,2.42E-05,6.34E-06,3.90E-05,1.56E-05
TOX,0,0,3.12E-06,0,3.13E-06
TOX2,1.17E-05,1.55E-05,3.87E-06,0,0
TOX3,0,4.12E-06,3.56E-05,7.47E-05,3.01E-06
TOX4,4.58E-05,4.25E-05,2.69E-05,4.28E-05,2.43E-05
TP53,4.88E-05,3.90E-05,6.34E-06,3.91E-05,2.85E-05
TP53AIP1,0,0,0,0,0
TP53BP1,1.12E-05,2.81E-06,4.47E-05,5.57E-05,2.44E-05
TP53BP2,5.77E-05,5.36E-05,7.65E-05,3.95E-05,9.45E-05
TP53I11,0,1.89E-05,2.53E-05,3.99E-05,2.47E-05
TP53I3,2.12E-05,1.54E-05,6.77E-06,3.48E-05,2.81E-05
TP53INP1,0.000114063,0.000180976,6.47E-05,5.57E-05,2.87E-05
TP53INP2,3.47E-05,4.36E-05,9.50E-05,0.000345984,4.31E-05
TP53TG3,1.73E-05,7.03E-07,0,0,1.50E-06
TP53TG3B,0,0,0,0,0
TP53TG3C,1.62E-05,0,0,0,0
TP53TG3D,0,0,0,0,0
TP53TG5,0,0,0,0,1.50E-06
TP73,0,0,0,0,0
TP73L,2.19E-06,1.41E-06,6.45E-07,0,0
TPBG,0,7.03E-07,3.87E-06,5.12E-06,1.68E-05
TPBGL,0,0,0,0,0
TPCN1,3.22E-05,2.26E-05,4.63E-05,3.83E-05,1.23E-05
TPCN2,3.29E-06,6.83E-06,6.88E-06,1.55E-05,4.51E-06
TPD52,1.26E-05,8.94E-06,1.97E-05,2.28E-05,6.14E-06
TPD52L1,1.65E-05,1.90E-05,5.59E-06,3.61E-06,1.86E-05
TPD52L2,2.13E-05,4.82E-06,1.50E-05,2.17E-05,1.98E-05
TPD52L3,0,0,0,0,0
TPGS1,1.33E-05,6.93E-06,1.10E-05,7.50E-06,6.97E-05
TPGS2,1.44E-05,6.23E-06,2.45E-05,3.43E-05,3.30E-05
TPH1,0,0,0,0,0
TPH2,0,0,0,0,1.50E-06
TPI1,0.000157295,0.000216936,7.57E-05,0.000195806,0.000102021
TPK1,2.79E-05,2.47E-05,4.97E-05,1.51E-05,1.50E-06
TPM1,6.37E-05,0.0001942,0.000657616,0.001089004,0.000659144
TPM2,1.52E-05,1.51E-05,2.48E-05,1.64E-05,0.000229933
TPM3,6.80E-05,4.21E-05,9.83E-05,0.000206437,0.000138515
TPM4,0.000114688,0.000258724,0.000495901,0.000714208,0.001522606
TPMT,2.53E-05,7.35E-05,3.16E-05,3.95E-05,9.03E-06
TPO,0,0,0,0,0
TPP1,8.20E-05,0.000120532,5.78E-05,0.000103589,0.00011021
TPP2,9.60E-05,9.14E-05,0.000150614,0.000110558,4.06E-05
TPPP,4.04E-05,3.28E-05,8.70E-06,5.91E-06,0
TPPP2,1.35E-05,0,0,0,0
TPPP3,5.02E-06,7.03E-07,7.41E-06,2.07E-05,4.00E-05
TPR,0.000190906,0.000123567,0.000246341,0.00044371,0.000221818
TPRA1,3.35E-05,8.71E-05,7.05E-05,3.35E-05,1.25E-05
TPRG1,1.03E-05,2.11E-06,3.87E-06,5.68E-06,1.50E-06
TPRG1L,3.48E-05,3.83E-05,7.35E-05,5.59E-05,4.45E-05
TPRKB,0,1.79E-05,1.74E-05,3.01E-05,1.39E-05
TPRN,9.72E-06,1.10E-05,2.44E-05,4.67E-05,6.14E-06
TPRX1,0,2.71E-06,0,0,0
TPRX2P,0,0,0,0,0
TPRXL,0,0,0,1.47E-06,0
TPSAB1,1.10E-06,0,0,0,1.65E-05
TPSG1,0,0,0,0,0
TPST1,7.07E-05,0.000150351,7.52E-06,1.25E-05,3.57E-05
TPST2,3.66E-05,8.46E-05,1.29E-05,2.02E-05,0
TPT1,0.002051658,0.0033595,0.003160666,0.002655489,0.002638011
TPTE2,1.06E-05,0,0,2.98E-06,0
TPX2,0,4.92E-06,9.18E-05,9.20E-06,0
TRA2A,0.000204644,0.000211109,0.000193662,0.000227651,8.62E-05
TRA2B,0.000352602,0.000256368,0.000258978,0.000354499,0.000183911
TRABD,2.78E-05,1.49E-05,3.10E-05,2.88E-05,2.25E-05
TRABD2A,2.19E-05,0.000114685,0.000225268,0.000367519,1.97E-05
TRABD2B,0,8.34E-06,1.35E-05,6.70E-06,1.18E-05
TRADD,1.37E-05,1.90E-05,6.45E-06,2.17E-05,1.38E-05
TRAF1,8.31E-06,0,1.91E-05,8.06E-06,2.72E-05
TRAF3,0.000165609,0.00014829,0.000110435,6.40E-05,4.43E-05
TRAF3IP1,0,8.24E-06,2.77E-05,6.71E-05,1.39E-05
TRAF3IP2,1.79E-05,9.65E-06,3.87E-06,2.72E-05,0
TRAF3IP3,2.19E-06,7.54E-06,9.35E-06,0,1.50E-06
TRAF4,4.88E-05,3.22E-05,5.29E-05,6.09E-05,1.70E-05
TRAF5,3.09E-05,6.97E-05,7.47E-05,7.38E-05,3.38E-05
TRAF6,1.32E-05,9.09E-05,1.58E-05,1.40E-05,1.39E-05
TRAF7,1.12E-05,2.81E-06,1.33E-05,2.81E-05,1.22E-05
TRAFD1,2.82E-05,1.11E-05,9.99E-06,6.18E-05,9.15E-06
TRAIP,0,1.28E-05,4.41E-06,9.96E-06,1.50E-06
TRAK1,4.21E-05,2.28E-05,8.92E-05,9.64E-05,6.44E-05
TRAK2,4.51E-05,1.35E-05,6.11E-05,5.63E-05,3.08E-05
TRAM1,7.77E-05,9.49E-05,0.000363624,0.000178753,9.99E-05
TRAM1L1,0,0,0,0,0
TRAM2,4.81E-05,4.71E-05,7.46E-05,3.33E-05,4.99E-05
TRANK1,6.58E-06,2.81E-06,9.31E-05,1.52E-05,3.04E-05
TRAPPC1,0,0,0,6.76E-07,0
TRAPPC10,6.62E-05,6.02E-05,4.31E-05,6.43E-05,8.70E-05
TRAPPC11,2.19E-06,1.52E-05,7.07E-05,2.51E-05,7.76E-06
TRAPPC12,7.97E-05,4.07E-05,2.28E-05,2.77E-05,3.19E-05
TRAPPC13,0,1.34E-05,1.32E-05,1.05E-05,1.06E-05
TRAPPC2,0,2.04E-05,2.29E-05,3.42E-05,7.64E-06
TRAPPC2L,1.38E-05,8.89E-05,4.43E-05,4.08E-05,3.67E-05
TRAPPC3,2.62E-05,1.98E-05,2.30E-05,5.26E-05,2.30E-05
TRAPPC3L,8.08E-06,0,1.29E-06,0,0
TRAPPC4,3.29E-06,3.78E-05,3.60E-05,4.12E-05,1.54E-05
TRAPPC6A,3.61E-06,3.06E-05,3.23E-06,2.94E-05,0
TRAPPC6B,3.54E-05,1.03E-05,2.65E-05,3.27E-05,8.75E-06
TRAPPC8,6.81E-05,2.02E-05,4.25E-05,4.19E-05,6.87E-05
TRAPPC9,1.71E-05,3.57E-05,7.63E-06,3.87E-05,9.03E-06
TRARG1,7.53E-06,0,0,2.73E-06,8.75E-06
TRAT1,0,3.42E-06,2.47E-06,2.98E-06,2.62E-05
TRDMT1,1.13E-05,4.22E-06,1.44E-05,1.07E-05,0
TRDN,0,1.28E-05,1.29E-06,0,0
TREH,0,0,1.83E-06,0,0
TREM1,0,9.94E-06,6.45E-07,0,2.62E-05
TREM2,0,0,1.30E-05,3.07E-06,1.56E-05
TREML1,0,0,0,0,0
TREML2,0,0,0,0,0
TREML4,0,7.03E-07,0,0,0
TRERF1,4.09E-05,4.20E-05,0.000214619,2.28E-05,6.50E-05
TREX2,1.10E-06,5.43E-06,8.81E-06,4.33E-06,0
TRH,0,0,0,2.73E-06,0
TRHDE,1.37E-05,1.07E-05,1.94E-06,2.98E-06,0
TRIAP1,2.23E-05,8.24E-06,5.05E-06,1.59E-05,3.01E-06
TRIB1,0.000522006,0.000458908,0.000231022,0.000158159,0.000245378
TRIB2,3.61E-06,1.05E-05,1.60E-05,1.85E-05,9.14E-05
TRIB3,4.08E-05,9.75E-06,1.29E-06,1.52E-05,3.01E-06
TRIM10,0,0,6.45E-07,0,0
TRIM11,1.98E-05,4.82E-06,2.58E-06,4.52E-05,9.06E-05
TRIM13,8.72E-05,3.95E-05,9.87E-05,7.95E-05,3.70E-05
TRIM14,1.44E-05,6.60E-05,3.65E-05,2.03E-05,1.98E-05
TRIM15,1.11E-05,4.95E-05,9.88E-06,3.83E-05,0
TRIM16,1.10E-06,7.03E-07,9.06E-06,5.77E-06,0
TRIM16L,0,0,1.04E-05,2.82E-06,0
TRIM17,5.02E-06,7.03E-07,6.45E-07,2.73E-06,0
TRIM2,8.01E-05,1.68E-05,0.000318731,0.000358201,4.72E-05
TRIM21,3.61E-06,1.07E-05,2.12E-05,5.21E-06,0
TRIM22,4.46E-05,1.68E-05,2.30E-05,3.14E-05,3.88E-05
TRIM23,0,8.84E-06,7.41E-06,1.80E-05,1.08E-05
TRIM24,2.11E-05,8.21E-05,4.83E-05,0.000112432,2.55E-05
TRIM25,9.20E-05,1.32E-05,2.44E-05,5.11E-05,4.34E-05
TRIM26,6.73E-06,1.39E-05,3.12E-05,5.43E-05,1.50E-06
TRIM27,0.000118761,0.000170151,6.60E-05,7.48E-05,2.59E-05
TRIM28,1.66E-05,3.47E-05,5.82E-05,0.000114731,4.43E-05
TRIM29,0,7.03E-07,1.28E-05,1.45E-05,4.51E-06
TRIM3,2.52E-05,1.49E-05,3.76E-06,1.11E-05,6.02E-06
TRIM31,6.73E-06,1.34E-05,0.000102842,0.000120452,4.51E-06
TRIM32,0,1.41E-06,3.12E-06,1.83E-05,7.76E-06
TRIM33,4.79E-05,6.41E-05,8.30E-05,0.000150147,7.47E-05
TRIM35,3.88E-05,3.17E-05,3.10E-05,1.19E-05,0
TRIM36,0,0,6.77E-06,1.91E-05,4.51E-06
TRIM37,1.48E-05,2.25E-05,1.01E-05,1.46E-05,3.32E-05
TRIM38,2.05E-05,3.80E-05,5.01E-05,7.05E-05,8.40E-05
TRIM39,6.13E-06,8.84E-06,3.76E-06,6.76E-07,1.50E-06
TRIM39-RPP21,1.37E-05,2.64E-05,0.000161661,9.95E-05,4.57E-05
TRIM4,3.02E-05,3.52E-06,1.75E-05,4.26E-05,2.89E-05
TRIM40,0,0,0,0,0
TRIM41,7.00E-05,7.22E-05,4.71E-05,4.28E-05,2.36E-05
TRIM43,5.63E-06,0,0,0,0
TRIM44,0.000191834,0.000137128,7.30E-05,7.81E-05,6.50E-05
TRIM45,0,0,3.23E-06,7.27E-06,0
TRIM46,5.63E-06,1.21E-05,1.04E-05,3.74E-06,1.50E-06
TRIM47,3.29E-06,7.03E-07,1.19E-05,2.57E-05,1.23E-05
TRIM48,0,0,6.45E-07,0,0
TRIM49,0,0,0,0,0
TRIM49B,0,0,1.29E-06,0,0
TRIM49D1,0,0,0,4.20E-06,0
TRIM5,3.61E-05,1.45E-05,2.09E-05,1.79E-05,1.23E-05
TRIM50,0,0,0,3.41E-06,0
TRIM51,0,0,0,0,0
TRIM52,1.11E-05,4.26E-05,3.80E-05,5.90E-05,4.98E-05
TRIM54,0,0,0,1.35E-06,0
TRIM55,0.000112237,1.27E-05,2.47E-06,0,0
TRIM56,0.000186886,0.000117464,0.000131187,0.000193535,0.000108507
TRIM58,1.63E-05,4.12E-06,1.81E-05,1.10E-05,0
TRIM6,0,0,1.83E-06,6.23E-06,3.01E-06
TRIM6-TRIM34,2.19E-06,0,7.52E-06,1.32E-05,0
TRIM60,5.03E-05,6.35E-05,3.09E-05,7.14E-06,1.03E-05
TRIM61,0,7.03E-07,0,0,0
TRIM62,0,0,0,2.03E-06,3.13E-06
TRIM63,8.08E-06,0,0,0,0
TRIM64B,0,0,0,2.73E-06,0
TRIM65,8.08E-06,3.52E-06,6.88E-06,1.35E-05,0
TRIM66,2.24E-05,7.03E-07,3.87E-06,2.03E-05,0
TRIM67,2.19E-06,0,0,6.54E-06,0
TRIM68,5.02E-06,2.81E-06,3.23E-06,4.06E-06,4.51E-06
TRIM69,1.93E-05,5.53E-06,1.56E-05,9.45E-06,5.00E-05
TRIM7,0,0,0,1.99E-06,0
TRIM71,1.62E-05,1.07E-05,1.28E-05,2.73E-06,0
TRIM72,1.62E-05,2.06E-05,3.23E-06,1.91E-05,0
TRIM73,4.70E-06,6.83E-06,2.09E-05,2.47E-05,6.26E-06
TRIM74,0,0,9.06E-06,0,0
TRIM8,2.71E-05,7.31E-05,3.64E-05,8.17E-05,9.51E-05
TRIM9,0,0,2.47E-06,2.39E-06,0
TRIML1,0,0,0,0,0
TRIML2,2.51E-06,1.41E-06,0,0,0
TRIO,2.30E-05,2.71E-05,0.000119544,0.000119465,0.000143017
TRIOBP,5.04E-05,1.79E-05,8.40E-05,0.00010705,8.07E-05
TRIP10,1.08E-05,9.75E-06,3.12E-05,6.94E-05,8.45E-05
TRIP11,0.00024822,0.000151362,0.000196008,0.000189125,0.000146733
TRIP12,0.000155208,8.47E-05,0.000152568,0.000172525,0.0001475
TRIP13,5.63E-06,2.15E-05,3.87E-06,1.59E-05,0
TRIP4,1.87E-05,7.03E-07,2.62E-05,4.87E-05,1.55E-05
TRIP6,5.60E-05,5.22E-05,9.02E-05,5.09E-05,3.87E-05
TRIQK,2.40E-05,4.87E-05,6.04E-05,5.48E-05,1.06E-05
TRIR,0.000183421,0.000144147,0.000173517,0.000173545,0.000211594
TRIT1,0,2.11E-06,1.72E-05,1.70E-05,7.64E-06
TRMO,0,2.81E-06,1.94E-06,4.53E-06,6.26E-06
TRMT1,1.02E-05,8.84E-06,3.55E-05,2.06E-05,1.37E-05
TRMT10A,4.93E-05,1.04E-05,6.12E-06,1.62E-05,9.26E-06
TRMT10B,9.17E-06,3.36E-05,2.91E-05,3.03E-05,3.13E-06
TRMT10C,3.62E-05,1.24E-05,6.30E-05,7.12E-05,9.33E-05
TRMT11,0.00018226,0.000155323,2.63E-05,3.99E-05,2.69E-05
TRMT112,0.000148372,0.000201564,0.000201519,0.000302639,0.000238325
TRMT12,0,1.34E-05,6.88E-06,1.86E-05,1.08E-05
TRMT13,2.28E-05,4.22E-05,2.47E-05,8.25E-05,3.13E-05
TRMT1L,1.13E-05,4.63E-05,1.30E-05,1.41E-05,5.71E-05
TRMT2A,0,3.52E-06,0,1.47E-06,3.13E-06
TRMT2B,2.00E-05,2.11E-06,9.46E-06,2.04E-05,4.51E-06
TRMT44,1.03E-05,1.41E-06,7.63E-06,2.68E-05,1.53E-05
TRMT5,1.97E-05,3.36E-05,3.23E-05,3.59E-05,4.34E-05
TRMT6,1.22E-05,6.13E-06,1.01E-05,5.65E-05,1.08E-05
TRMT61A,1.10E-06,5.43E-06,1.71E-05,1.53E-05,1.22E-05
TRMT61B,5.63E-06,2.13E-05,1.66E-05,1.14E-05,2.13E-05
TRMT9B,2.54E-05,8.34E-06,1.54E-05,6.15E-06,5.29E-05
TRMU,2.83E-05,1.41E-06,8.81E-06,1.29E-05,4.51E-06
TRNAU1AP,7.53E-05,6.83E-06,5.10E-05,1.53E-05,6.02E-06
TRNT1,1.27E-05,4.22E-06,1.34E-05,4.23E-05,4.58E-05
TRO,0,0,4.94E-06,2.98E-06,2.13E-05
TROAP,2.51E-06,0,0,0,0
TRP-AGG2-6,2.51E-06,2.81E-06,4.71E-05,4.97E-06,1.50E-06
TRPA1,0,0,1.83E-06,0,8.75E-06
TRPC1,0,0,5.05E-06,5.01E-06,3.13E-05
TRPC3,0,0,0,2.73E-06,3.01E-06
TRPC4,2.51E-06,1.07E-05,3.12E-06,0,1.18E-05
TRPC4AP,4.99E-05,0.000147577,0.000167812,0.000260738,8.84E-05
TRPC5,0,7.03E-07,0,0,0
TRPC6,0,0,1.83E-06,6.76E-07,3.01E-06
TRPM1,0,9.94E-06,6.45E-07,1.47E-06,6.14E-06
TRPM2,0,1.68E-05,8.28E-06,1.57E-05,7.64E-06
TRPM3,4.70E-06,1.42E-05,1.20E-05,1.36E-05,2.23E-05
TRPM4,1.74E-05,6.13E-06,1.76E-05,6.47E-05,1.94E-05
TRPM5,0,0,4.94E-06,0,0
TRPM6,1.50E-05,7.03E-07,1.29E-06,1.54E-05,0
TRPM7,0.000149911,0.00012356,8.50E-05,0.00012333,0.000143207
TRPM8,4.49E-05,5.82E-05,3.49E-05,1.17E-05,8.75E-06
TRPS1,1.81E-05,8.14E-06,3.35E-05,1.45E-05,1.23E-05
TRPT1,2.09E-05,1.25E-05,3.45E-05,3.14E-05,1.39E-05
TRPV1,1.97E-05,8.94E-06,1.65E-05,2.39E-06,0
TRPV2,2.51E-06,0,1.10E-05,6.76E-07,9.15E-06
TRPV3,1.07E-05,7.03E-07,0,5.67E-06,0
TRPV4,0,1.14E-05,4.41E-06,0,8.75E-06
TRPV5,0,0,0,0,0
TRPV6,5.02E-06,0,0,0,0
TRRAP,3.71E-05,3.62E-05,6.03E-05,4.92E-05,1.53E-05
TRUB1,1.92E-05,2.11E-06,5.59E-06,2.09E-05,0
TRUB2,5.83E-05,6.05E-05,3.45E-05,4.37E-05,3.31E-05
TSACC,6.77E-05,4.55E-05,8.92E-06,3.61E-05,7.64E-06
TSBP1,0,7.03E-07,1.83E-06,4.45E-06,0
TSC1,5.48E-06,1.42E-05,1.09E-05,5.12E-05,5.17E-05
TSC2,6.75E-05,1.98E-05,1.49E-05,4.78E-05,4.30E-05
TSC22D1,0.000126867,0.000118656,0.000222064,0.000305399,0.000286431
TSC22D2,0.000208967,0.000125152,4.72E-05,6.60E-05,0.000131739
TSC22D3,6.87E-05,0.000158119,0.000186825,0.000203444,0.000573518
TSC22D4,8.14E-06,7.03E-07,1.50E-05,2.43E-05,3.13E-06
TSEN15,1.14E-05,4.22E-06,9.35E-06,8.15E-06,1.50E-05
TSEN2,3.29E-05,1.56E-05,4.71E-05,9.93E-06,1.64E-05
TSEN34,8.08E-06,9.75E-06,7.63E-06,1.47E-05,1.24E-05
TSEN54,7.22E-06,5.32E-05,8.06E-06,4.03E-05,2.39E-05
TSFM,9.87E-06,2.42E-05,8.59E-06,1.87E-05,4.51E-06
TSG101,3.04E-05,4.18E-05,9.70E-05,7.71E-05,7.90E-05
TSGA10,4.39E-06,4.12E-06,5.25E-05,4.71E-05,7.52E-06
TSGA13,0,0,0,0,1.50E-06
TSHR,0,7.03E-07,0,6.76E-07,0
TSHZ1,3.65E-05,7.64E-06,1.87E-05,3.51E-05,3.42E-05
TSHZ2,0.000601943,0.000296341,0.000116477,5.36E-05,9.00E-05
TSHZ3,8.08E-06,3.42E-06,6.99E-06,8.35E-06,2.74E-05
TSKS,0,0,6.45E-07,1.47E-06,0
TSKU,0.00012177,0.000127469,1.27E-05,1.74E-05,2.11E-05
TSLP,3.39E-05,6.77E-05,3.12E-06,4.09E-06,4.51E-06
TSN,1.88E-05,1.25E-05,3.73E-05,7.41E-05,2.88E-05
TSNARE1,8.08E-06,7.03E-07,2.58E-06,2.78E-06,3.01E-06
TSNAX-DISC1,2.85E-05,3.88E-05,2.36E-05,4.28E-05,1.22E-05
TSNAXIP1,0,0,0,0,3.13E-06
TSPAN1,7.21E-06,4.21E-05,5.30E-05,0.000261476,3.13E-06
TSPAN11,0,0,0,0,0
TSPAN12,1.51E-05,1.54E-05,3.87E-06,4.37E-05,1.50E-06
TSPAN13,1.84E-05,1.06E-05,2.48E-05,5.30E-05,1.68E-05
TSPAN14,3.59E-05,4.73E-05,0.00020825,4.98E-05,6.98E-05
TSPAN15,0,2.71E-06,2.19E-05,4.26E-05,3.01E-06
TSPAN16,5.63E-06,0,1.94E-06,7.15E-06,1.50E-06
TSPAN17,0,3.42E-06,5.16E-06,1.44E-05,1.86E-05
TSPAN18,3.61E-06,1.41E-06,3.87E-06,1.10E-05,0
TSPAN2,0,0,1.83E-06,8.30E-06,1.06E-05
TSPAN3,8.08E-06,5.33E-05,0.000104886,0.000239714,9.68E-05
TSPAN31,1.24E-05,6.68E-05,5.66E-05,7.25E-05,2.92E-05
TSPAN32,0,0,1.94E-06,8.20E-06,0
TSPAN33,1.00E-05,3.42E-06,3.23E-06,1.06E-05,4.69E-05
TSPAN4,2.77E-05,4.13E-05,1.76E-05,2.99E-05,5.29E-05
TSPAN5,7.83E-06,7.03E-07,1.27E-05,2.39E-05,1.06E-05
TSPAN6,4.74E-05,2.00E-05,7.91E-05,0.00011835,1.50E-06
TSPAN7,4.95E-05,0.00011909,4.41E-05,0.000109073,9.15E-06
TSPAN8,2.67E-05,1.84E-05,0.000113048,0.000618219,3.50E-05
TSPAN9,4.51E-05,4.10E-05,1.09E-05,8.50E-06,3.07E-05
TSPEAR,2.51E-06,0,6.45E-07,2.98E-06,0
TSPEAR-AS2,1.10E-06,0,0,3.93E-06,0
TSPO,1.30E-05,9.47E-05,0.000113971,0.000174998,6.62E-05
TSPOAP1,2.76E-05,7.03E-07,4.52E-06,1.00E-05,7.64E-06
TSPY1,0,0,0,0,0
TSPY10,0,0,6.45E-07,0,0
TSPY2,0,0,1.29E-06,0,0
TSPY4,0,0,0,0,0
TSPY6P,0,0,1.29E-06,0,0
TSPYL1,4.64E-05,2.60E-05,2.10E-05,4.01E-05,4.98E-05
TSPYL2,5.15E-05,3.36E-05,2.75E-05,1.26E-05,0.000115421
TSPYL4,4.98E-05,1.17E-05,1.39E-05,1.68E-05,4.50E-05
TSPYL5,0,3.26E-05,1.94E-06,2.39E-06,4.51E-06
TSPYL6,0,2.11E-06,0,0,0
TSR1,8.22E-05,3.73E-05,1.93E-05,2.33E-05,5.79E-05
TSR2,1.10E-06,2.30E-05,8.70E-06,3.01E-05,9.26E-06
TSR3,2.38E-05,2.12E-05,2.48E-05,3.01E-05,4.70E-05
TSSC4,2.31E-05,6.23E-06,6.88E-06,1.31E-05,1.55E-05
TSSK3,0,0,6.45E-07,6.31E-06,0
TSSK4,0,7.03E-07,0,0,0
TSSK6,0,0,0,1.47E-06,0
TST,0.000106396,0.000247791,6.67E-05,5.74E-05,0
TSTD2,3.11E-05,2.98E-05,5.06E-05,4.91E-05,1.37E-05
TTBK1,0,0,0,0,1.50E-06
TTBK2,1.59E-05,1.55E-05,3.27E-05,2.75E-05,1.90E-05
TTC1,5.90E-05,2.60E-05,0.000135632,0.000118254,5.85E-05
TTC12,1.10E-06,7.03E-07,3.76E-06,1.32E-05,0
TTC13,9.17E-06,5.53E-06,9.46E-06,7.00E-06,1.55E-05
TTC14,9.39E-05,0.000108482,0.000112977,0.000212085,0.000184271
TTC16,0,0,0,2.98E-06,0
TTC17,0.00012679,0.00016415,0.000220145,0.000213332,4.31E-05
TTC19,0.000259586,0.000110653,8.05E-05,0.000120633,9.75E-05
TTC21A,0,2.34E-05,4.41E-06,2.23E-05,4.63E-06
TTC21B,6.04E-05,1.12E-05,1.75E-05,2.50E-05,1.98E-05
TTC22,0,0,9.03E-06,3.80E-05,6.14E-06
TTC23,9.73E-06,1.62E-05,3.62E-05,2.10E-05,1.53E-05
TTC23L,0,0,9.06E-06,0,0
TTC24,8.08E-06,0,0,0,0
TTC26,0,7.03E-07,5.16E-06,5.05E-06,1.50E-06
TTC27,1.16E-05,2.69E-05,8.17E-06,1.66E-05,3.01E-06
TTC28,3.89E-05,4.89E-05,6.28E-05,2.68E-05,0.000139848
TTC29,0,0,6.45E-07,0,0
TTC3,0.000219543,0.000137914,0.000324878,0.000457229,0.000334339
TTC30A,0,3.42E-06,1.83E-06,5.12E-06,0
TTC30B,0,7.03E-07,1.29E-06,1.05E-05,0
TTC31,2.96E-05,1.41E-06,1.40E-05,1.87E-05,4.63E-06
TTC32,7.53E-06,0,2.58E-06,2.17E-05,4.51E-06
TTC33,1.10E-06,1.35E-05,2.77E-05,2.49E-05,0
TTC34,0,0,0,3.61E-06,0
TTC36,0.000282368,0.000194127,3.46E-05,8.22E-06,0
TTC37,5.39E-05,7.89E-05,0.000117851,9.12E-05,8.05E-05
TTC38,0.000123247,7.90E-05,2.15E-05,2.72E-05,1.39E-05
TTC39A,1.10E-06,7.64E-06,6.99E-06,1.90E-05,3.13E-06
TTC39B,2.69E-05,8.86E-05,8.40E-05,0.00010814,6.39E-05
TTC39C,0.000322738,0.000185808,5.29E-05,2.98E-05,1.22E-05
TTC5,3.29E-05,4.82E-06,2.74E-05,3.83E-05,0
TTC6,3.41E-05,2.10E-05,6.00E-05,2.38E-05,3.01E-06
TTC7A,4.70E-06,4.12E-06,1.27E-05,2.93E-05,6.16E-05
TTC7B,2.54E-05,4.82E-06,1.22E-05,5.95E-06,1.78E-05
TTC8,7.83E-06,3.12E-05,6.45E-07,6.32E-06,0
TTC9,0,1.41E-06,4.14E-05,4.42E-06,0
TTC9B,5.63E-06,0,0,0,0
TTC9C,3.13E-05,1.06E-05,2.36E-05,3.03E-05,1.03E-05
TTF1,2.18E-05,3.42E-06,5.39E-05,4.78E-05,1.67E-05
TTF2,1.14E-05,2.04E-05,3.36E-05,3.07E-05,6.02E-06
TTI1,2.29E-05,4.82E-06,1.24E-05,2.46E-05,7.64E-06
TTI2,5.63E-06,0,2.97E-05,6.59E-06,2.77E-05
TTK,0,0,3.65E-06,0,0
TTL,0.000103446,3.05E-05,3.54E-05,4.92E-05,3.66E-05
TTLL1,2.51E-06,7.03E-07,1.83E-06,2.98E-06,0
